arxiv_id,title,abstract,family_rule,task_rule,family_true,task_true
2601.09138,Vanishing Phase Stiffness and Fluctuation-Dominated Superconductivity: Evidence for Inter-Band Pairing in UTe$_2$,"Superconductivity in three dimensions is almost universally governed by Ginzburg-Landau mean field theory, with critical fluctuations typically confined to within a few percent of the transition temperature ($T_{\rm c}$). We report that the heavy-Fermion superconductor UTe$_2$ exhibits a fluctuation regime that extends over a temperature range as wide as $T_{\rm c}$ itself -- the largest observed for any three-dimensional superconductor. Through ultrasound measurements of the elastic moduli and sound attenuation, we find that UTe$_2$ transitions from a mean-field-like state at ambient pressure to a fluctuation dominated state at higher pressures. This regime is marked by elastic softening an",unconv_other,theory,,
2111.06228,The Superconductivity of Sr$_2$RuO$_4$ Under $c$-Axis Uniaxial Stress,"Applying in-plane uniaxial pressure to strongly correlated low-dimensional systems has been shown to tune the electronic structure dramatically. For example, the unconventional superconductor Sr$_2$RuO$_4$ can be tuned through a single Van Hove singularity which results in a strong enhancement of both $T_\text{c}$ and $H_\text{c2}$. Out-of-plane ($c$ axis) uniaxial pressure is expected to tune the quasi-two-dimensional structure even more strongly, causing it to approach two Van Hove singularities simultaneously. Here we achieve a record value of $3.2$ GPa compression along the $c$ axis of Sr$_2$RuO$_4$. Although the rise in $H_\text{c2}$ shows that we are indeed approaching the van Hove poi",unconv_other,characterization,,
2304.13697,Proximity-induced superconductivity in a 2D Kondo lattice of an f-electron-based surface alloy,"Realizing hybrids of low-dimensional Kondo lattices and superconducting substrates leads to fascinating platforms for studying the exciting physics of strongly correlated electron systems with induced superconducting pairing. Here, we report a scanning tunneling microscopy and spectroscopy study of a new type of two-dimensional (2D) La-Ce alloy grown epitaxially on a superconducting Re(0001) substrate. We observe the characteristic spectroscopic signature of a hybridization gap evidencing the coherent spin screening in the 2D Kondo lattice realized by the ultrathin La-Ce alloy film on normal conducting Re(0001). Upon lowering the temperature below the critical temperature of rhenium, a super",unconv_other,characterization,,
2208.08180,Counterpart of the Chandrasekhar-Kendall state in noncentrosymmetric superconductors,"We demonstrate that superconductors with broken inversion symmetry support a family of stable, spatially localized configurations of the self-knotted magnetic field. These solutions, that we term ``toroflux,'' are the superconducting counterparts of the Chandrasekhar-Kendall states (spheromaks) that appear in highly conducting, force-free astrophysical and nuclear-fusion plasmas. The superconducting torofluxes are solutions of superconducting models, in the presence of a parity-breaking Lifshitz invariant associated with the $O$ point-group symmetry. These solutions are characterized by a non-vanishing helicity of the magnetic field, and also by a toroidal dipole moment of the magnetic field",unconv_other,theory,,
2210.02136,Surface State of Inter-orbital Pairing State in Sr$_2$RuO$_4$ Superconductor,"We study the (001) surface state of a recently proposed $E_g$ symmetry inter-orbital-odd spin-triplet s-wave superconducting (SC) state in Sr$_2$RuO$_4$ (SRO). We confirm that this pair potential is transformed into a chiral $d$-wave pair potential and a pseudo-Zeeman field in the band basis for a low-energy range. Due to the chiral $d$-wave pair potential, the surface states appear near zero energy in the momentum range enclosed by the nodal lines of the chiral d-wave pair potential for each band at the (001) surface. Nevertheless, the pseudo-Zeeman field gives band splitting of the surface states, and its splitting energy is much smaller than the SC energy gap. The local density of states ",unconv_other,theory,,
2308.07345,Metallic states in Pb$_{10}$(PO$_4$)$_6$O induced by the Cu/O-insertions and carrier doping,"The reports of room-temperature superconductivity in Cu-doped Pb-apatite draw intense interests and debates. Herein, based on the density functional theory, we show that the Cu-insertion in Pb-apatite is thermodynamically stable and further carrier doping can convert the system CuPb$_{10}$(PO$_4$)$_6$O into metal. The electric conduction is mainly along the one-dimensional (1D) Cu-O chains in the c-axis (out-of-plane). The calculated conductance along the c-axis is larger than the in-plane ones by 2 magnitude orders, indicating the 1D conduction behavior. Moreover, the 1D Cu-O chain is an anti-ferromagnetic Mott insulator at zero-doping point due to the super-exchange. Further electron/hole-",cuprate,abinitio,,
2207.12443,Superconducting transition temperature of the Bose one-component plasma,"We present results of first principle numerical simulations of the Bose one-component plasma, i.e., a Bose gas with pairwise Coulomb interactions among particles and a uniform neutralizing background. We compute the superconducting transition temperature for a wide range of densities, in two and three dimensions, for both continuous and lattice versions of the model. Our results are of direct relevance to quantitative studies of bipolaron mechanisms of (high-temperature) superconductivity.",general,abinitio,,
2201.07403,Effects of anisotropy and disorder on the superconducting properties of Niobium,"We report results for the superconducting transition temperature and anisotropic energy gap for pure Niobium based on Eliashberg's equations and electron and phonon band structures computed from density functional theory. The electronic band structure is used to construct the Fermi surface and calculate the Fermi velocity at each point on the Fermi surface.The phonon bands are in excellent agreement with inelastic neutron scattering data. The corresponding phonon density of states and electron-phonon coupling define the electron-phonon spectral function, $α^2F({\bf p},{\bf p}';ω)$, and the corresponding electron-phonon pairing interaction, which is the basis for computing the superconducting",conv,abinitio,,
2308.03454,Metallization and Spin Fluctuations in Cu-doped Lead Apatite,"An electronic structure and magnetic properties analysis of the recently proposed Cu-doped lead apatite is performed. We show that electronic structures of differently Cu-substituted structures are characterized by localized molecular Cu-O bands at or near the Fermi level. The Cu substitutions can happen at both Pb1 and Pb2 sites, leading to metallic and semiconducting states differently. The electronic states in these bands are highly unstable magnetically and form clusters of rigidly ferromagnetically coupled magnetic moments on Cu and neighboring oxygen atoms with a total moment of about 1 $μ_B$. The ground state of uniformly Cu-doped lead apatite appears to be magnetic and semiconducting",general,abinitio,,
2605.08885,Compact SO(3) Equivariant Atomistic Foundation Models via Structural Pruning,"SO(3) equivariant graph neural networks have become the dominant paradigm for atomistic foundation models, achieving high accuracy and data efficiency by building rotational symmetry directly into the architecture. Yet the computational cost of their higher-order tensor operations creates a tough trade-off between model accuracy and inference efficiency. In this paper, we propose a structural pruning method for SO(3) equivariant atomistic foundation models to bridge this accuracy-efficiency gap. The pruning is applied along the channel and order dimensions, with each irreducible representation kept or removed as a complete block, thereby retaining SO(3) equivariance. Starting from a large ch",general,abinitio,,
2606.07184,Multiband superconductivity in the kagome-lattice superconductor Re2Zr,"We present a first-principles investigation of the electronic structure, lattice dynamics, electron-phonon coupling, and superconducting properties of the hexagonal kagome-lattice compound Re$_2$Zr, in which time-reversal symmetry breaking and unconventional pairing have recently been proposed. We examine whether superconductivity in Re$_2$Zr can be explained within a conventional phonon-mediated framework by performing fully ab initio calculations within the density functional theory for superconductors. The electronic structure is characterized by a mixture of seven two- and three-dimensional Fermi surface sheets, giving rise to multiband superconductivity with many overlapping superconduc",lowd,abinitio,,
2502.12252,Roadmap to fault tolerant quantum computation using topological qubit arrays,"We describe a concrete device roadmap towards a fault-tolerant quantum computing architecture based on noise-resilient, topologically protected Majorana-based qubits. Our roadmap encompasses four generations of devices: a single-qubit device that enables a measurement-based qubit benchmarking protocol; a two-qubit device that uses measurement-based braiding to perform single-qubit Clifford operations; an eight-qubit device that can be used to show an improvement of a two-qubit operation when performed on logical qubits rather than directly on physical qubits; and a topological qubit array supporting lattice surgery demonstrations on two logical qubits. Devices that enable this path require a",device,application,,
2607.07569,"Pressure-induced Structural Phase Transition, Metallization, and Superconductivity in layered metalloid dichalcogenide 1T-SiTe$_2$","Layered transition-metal dichalcogenides (TMDs) have attracted considerable attention as promising platforms for exploring emergent physics and potential device applications. In contrast, metalloid-based dichalcogenide counterparts remain largely underexplored. Here, we report the pressure-induced structural phase transition, metallization, and superconductivity in the layered metalloid dichalcogenide 1T-SiTe$_2$. At ambient pressure, 1T-SiTe$_2$ crystallizes in a trigonal crystal structure (space group: $P\bar{3}m1$) and exhibits intrinsic semiconducting transport characteristics. Upon pressurization, in concomitant with the suppression of semiconducting behavior in resistance, superconduct",lowd,application,,
2608.15911,Identification and electrothermal modeling of persistent current switch operating regimes in a Siemens MRI magnet using external electrical measurements,"The persistent current switch (PCS) closes the superconducting loop of an MRI magnet. During ramping it is commonly treated as a binary element: with the heater on, the PCS branch is assumed effectively open; after heater turn-off, it is assumed superconducting. Field measurements with an MPS2 service power supply (Digit Systems) on a Siemens MAGNETOM Avanto show that the PCS remains electrically active and that its resistive state can persist after heater turn-off through Joule self-heating. Dedicated maneuvers identified two resistive regimes. With the heater on, the low-voltage resistance is nearly constant; after heater turn-off, self-heating produces a power-law voltage dependence. Both",general,application,,
2212.02657,Superconducting diode from flux biased Josephson junction arrays,"We propose a realization of the superconducting diode effect in flux biased superconducting circuits of Josephson junctions. So far the observation of the superconducting diode effect has been limited to rather exotic material platforms. In theoretical proposals, it relied on a non-sinusoidal form of the current phase relation of Josephson junctions. Here, we show how the diode effect can be engineered in superconducting circuits without any such requirements. The only necessary ingredients are standard sinusoidal Josephson junctions and flux bias lines that are readily available in scalable industrial silicon-chip based superconducting design processes.",device,application,,
2509.22593,Investigation of Parasitic Two-Level Systems in Merged-Element Transmon Qubits,"In conventional transmon qubits, decoherence is dominated by a large number of parasitic two-level systems (TLS) residing at the edges of its large area coplanar shunt capacitor and junction leads. Avoiding these defects by improvements in design, fabrication and materials proved to be a significant challenge that so far led to limited progress. The merged-element transmon qubit (''mergemon''), a recently proposed paradigm shift in transmon design, attempts to address these issues by engineering the Josephson junction to act as its own shunt capacitor. With its energy mostly confined within the junctions, efforts required to improve qubit coherence can be concentrated on the junction barrier",device,application,,
2407.17988,Braiding Induced by Finite-Size Effect in One-Dimensional Topological Superconductors,"We investigate the transport properties of Majorana zero mode (MZM) and Majorana Kramers pair (MKP) in one-dimensional topological superconductors, respectively. An effective model is established for braiding of MZMs and MKPs. We employ the $d_{x^{2}-y^{2}}$-wave topological superconductors to embody the effective model for braiding of MKPs by utilizing finite-size effects and locally tunable coupling parameters. We show how to construct the state initialization and readout via gate control. We also use this method for braiding MZMs in s-wave topological superconductors. Our proposal presents a promising avenue for experimentally verifying the non-Abelian statistical properties of MZMs and M",topo,application,,
2403.17737,Dirac Dispersions and Fermi Surface Nesting in LaCuSb$_{2}$,"LaCuSb$_{2}$ is a superconductor with a transition temperature of about $T_\text{c} = 0.9$K and is a potential platform where Dirac fermions can be experimentally observed. In this paper, we report systematic high-resolution studies of its electronic structure using the angle-resolved photoemission spectroscopy (ARPES) technique supported by the DFT calculation. The Fermi surface consists of four branches, of which the two inner ones are more 3-dimensional and the theoretical calculations reproduce well the experiment. We observe several linear dispersions forming Dirac-like structures. The nodal lines are present in the system along ${\text{M}}$-${\text{A}}$ and ${\text{X}}$-${\text{R}}$ an",general,characterization,,
2311.04170,Buckyballs directly probe inter-valley coherence in moire heterostructures,"Moire materials like twisted bilayer graphene have emerged as a rich playground of strongly correlated physics, where the effect of interactions can be drastically enhanced by tuning the non-interacting density of states via twist angle. A key feature of bilayer graphene at small twist angles is that the two valleys of graphene are effectively decoupled at the non-interacting level, leading to an emergent U(1) symmetry corresponding to the conservation of valley-charge. Theoretical studies invariably find that short-ranged interactions tend to break this symmetry, leading to inter-valley coherence (IVC). Here, I propose an experimental signature of IVC order by coupling with a closely relate",lowd,characterization,,
2409.09836,Enhancing superconducting transition temperature of lanthanum superhydride by increasing hydrogen vacancy concentration,"Various clathrate superhydride superconductors have been found to possess hydrogen deficiency in experimental samples, while their impacts on superconductivity are often neglected. In this study, we investigate the superconductivity of lanthanum superhydride with hydrogen deficiency (LaH$_{10-δ}$) from first principles using path-integral approaches. Under the effects of thermal and quantum fluctuations, hydrogen vacancies are found to diffuse within the system, leading to modifications in ion vibrations, electronic structure and electron-phonon coupling. These changes result in a non-monotonic dependence of superconducting transition temperature ($T_c$) on the vacancy concentration ($δ$). B",conv,characterization,,
2305.17823,First Order Reversal Curve Analysis on Superconductors,"The magnetometric technique of First Order Reversal Curve (FORC) analysis, applicable to hysteretic systems, is introduced to the study of superconducting samples. Some typical superconducting structures in FORC diagram are identified, and the reversible and irreversible components are isolated, allowing the identification of typical magnetic features for superconductors and therefore extending the usefulness of the technique to more complex systems like hybrid S/N, S/F, and spin valves by improving the characterization of interactions among the components.",general,characterization,,
2302.05115,"Unidirectional electron-phonon coupling as a ""fingerprint'' of the nematic state in a kagome superconductor","Electronic nematicity has been commonly observed in juxtaposition with unconventional superconductivity. Understanding the nature of the nematic state, as well as its consequence on the electronic band structure and superconductivity, has become a pivotal focus in condensed matter physics. Here we use spectroscopic imaging-scanning tunneling microscopy to visualize how the interacting quasiparticles organize themselves in the nematic state of kagome superconductor CsV$_{3-x}$Ti$_x$Sb$_5$, in which twofold symmetric (C$_2$) quasiparticle scattering interference of the vanadium kagome bands emerges below the bulk nematic transition temperature (T$_{nem}$). Surprisingly, we find that the coupli",lowd,characterization,,
2402.12933,Enhancement of the critical current by surface irregularities in Fe-based superconductors,"The critical current $I_c$ of single crystals of the iron pnictide superconductor BaFe$_2$(As$_{1-x}$P$_x$)$_2$, has been studied through measurements of magnetic hysteresis cycles. We show that the introduction of surface irregularities in the $μ$m scale significantly increase $I_c$, primarily near the irreversibility magnetic field $H_{irr}$, where the surface currents are the main contribution to $I_c$. Such an increase is consistent with a theoretical estimate for the maximum non-dissipative current that a rough surface can sustain, based on Mathieu-Simon continuum theory for the vortex state.",febased,characterization,,
2204.05930,Room Temperature Superconductivity: the Roles of Theory and Materials Design,"For half a century after the discovery of superconductivity, materials exploration for better superconductors proceeded without knowledge of the underlying mechanism. The 1957 BCS theory cleared that up: the superconducting state occurs due to pairing of electrons over the Fermi surface. Over the following half century higher critical temperature T$_c$ was achieved only serendipitously as new materials were synthesized. Meanwhile the formal theory of phonon-coupled superconductivity at the material-dependent level became highly developed: given a known compound, its value of T$_c$, the superconducting gap function, and several other properties of the superconducting state became available in",conv,discovery,,
2311.08212,Observation of high-temperature superconductivity in the high-pressure tetragonal phase of La2PrNi2O7-δ,"The recent discovery of high-temperature superconductivity in the Ruddlesden-Popper phase La3Ni2O7 under high pressure marks a significant breakthrough in the field of 3d transition-metal oxide superconductors. For an emerging novel class of high-Tc superconductors, it is crucial to find more analogous superconducting materials with a dedicated effort toward broadening the scope of nickelate superconductors. Here, we report on the observation of high-Tc superconductivity in the high-pressure tetragonal I4/mmm phase of La2PrNi2O7 above ~10 GPa, which is distinct from the reported orthorhombic Fmmm phase of La3Ni2O7 above 14 GPa. For La2PrNi2O7, the onset and the zero-resistance temperatures o",nickelate,discovery,,
2602.21533,Reasoning-Driven Design of Single Atom Catalysts via a Multi-Agent Large Language Model Framework,"Large language models (LLMs) are becoming increasingly applied beyond natural language processing, demonstrating strong capabilities in complex scientific tasks that traditionally require human expertise. This progress has extended into materials discovery, where LLMs introduce a new paradigm by leveraging reasoning and in-context learning, capabilities absent from conventional machine learning approaches. Here, we present a Multi-Agent-based Electrocatalyst Search Through Reasoning and Optimization (MAESTRO) framework in which multiple LLMs with specialized roles collaboratively discover high-performance single atom catalysts for the oxygen reduction reaction. Within an autonomous design lo",general,discovery,,
2205.15004,"As-Li electrides under high pressure: superconductivity, plastic, and superionic states","Inorganic electrides are a new class of compounds catering to the interest of scientists due to the multiple usages exhibited by interstitial electrons in the lattice. However, the influence of the shape and distribution of interstitial electrons on physical properties and new forms of physical states are still unknown. In this work, crystal structure search algorithms are employed to explore the possibility of forming new electrides in the As-Li system, where interstitial electrons behave as 1D electron chains (1D electride) in Pmmm phase of AsLi$_7$ and transform into 0D electron clusters (0D electride) in P6/mmm phase at 80 GPa. The P6/mmm phase has relatively high superconductivity at 15",conv,discovery,,
2405.03680,AtomGPT: Atomistic Generative Pre-trained Transformer for Forward and Inverse Materials Design,"Large language models (LLMs) such as generative pretrained transformers (GPTs) have shown potential for various commercial applications, but their applicability for materials design remains underexplored. In this article, we introduce AtomGPT, a model specifically developed for materials design based on transformer architectures, to demonstrate the capability for both atomistic property prediction and structure generation. We show that a combination of chemical and structural text descriptions can efficiently predict material properties with accuracy comparable to graph neural network models, including formation energies, electronic bandgaps from two different methods and superconducting tra",general,discovery,,
2407.06061,Superconductivity up to 14.2 K in MnB$_4$ under pressure,"The discovery of superconductivity in 3$d$-transition metal compounds with strong magnetism is interesting but rare. Especially for Mn-based compounds, there exist only very limited materials that show superconductivity. Here, we report the discovery of superconductivity up to 14.2 K in a Mn-based material MnB$_4$. By applying high pressures, we found the continuous suppression of a weak insulating behavior and the occurrence of superconductivity after about 30 GPa. With further increasing pressure, $T_\text{c}$ is gradually enhanced and reaches the maximum value of about 14.2 K at 150 GPa with a Fermi-Liquid behavior in the normal states. The synchrotron X-ray diffraction data reveal the un",conv,discovery,,
2205.07679,Development of homogeneous and high-performance REBCO bulks with flexibility in shapes by the single-direction melt growth (SDMG) method,"We have developed a single-direction melt growth method in which REBCO melt-textured bulks grow only vertically from a seed plate utilizing the difference in peritectic temperatures of REBCO. Entirely c-grown YBCO, DyBCO and GdBCO bulks with various sizes and shapes were successfully fabricated with high reproducibility. Disk-shaped bulks showed high trapped fields with almost concentric field distributions, reflecting homogeneous and boundaryless bulky crystal. In particular, a YBCO bulk with a 32 mm diameter trapped a high field more than 1 T at 77 K. Furthermore, rectangular and joined hexagonal REBCO bulks were successfully fabricated, showing designed field-trapping distributions reflec",device,synthesis,,
2512.01826,Fabrication and Properties of NbN/NbNx/NbN and Nb/NbNx/Nb Josephson Junctions,"Increasing integration scale of superconductor electronics (SCE) requires employing kinetic inductors and self-shunted Josephson junctions (JJs) for miniaturizing inductors and JJs. We have been developing a ten-superconductor-layer planarized fabrication process with NbN kinetic inductors and searching for suitable self-shunted JJs to potentially replace high Josephson critical current density, Jc, Nb/Al-AlOx/Nb junctions. We report on the fabrication and electrical properties of NbN/NbNx/NbN junctions produced by reactive sputtering in Ar+N2 mixture on 200-mm wafers at 200 oC and incorporated into a planarized process with two Nb ground planes and Nb wiring layer. Here NbN is a stoichiomet",conv,synthesis,,
2212.08651,Dynamical vortex transitions in a gate-tunable Josephson junction array,"We explore vortex dynamics in a two-dimensional Josephson junction array of micron-size superconducting islands fabricated from an epitaxial Al/InAs superconductor-semiconductor heterostructure, with a global top gate controlling Josephson coupling and vortex pinning strength. With applied dc current, minima of differential resistance undergo a transition, becoming local maxima at integer and half-integer flux quanta per plaquette, $f$. The zero-field transition from the superconducting phase is split, but unsplit for the anomalous metal phase, suggesting that pinned vortices are absent or sparse in the superconducting phase, and abundant but frozen in the anomalous metal. The onset of the t",topo,synthesis,,
2212.02132,Proximity effect in PbTe-Pb hybrid nanowire Josephson junctions,"Semiconductor-superconductor hybrid nanowires are a leading material platform for the realization of Majorana zero modes. The semiconductors in previous studies are dominantly InAs or InSb. In this work, we show the induced superconductivity in a PbTe nanowire epitaxially coupled to a superconductor Pb. The Josephson junction device based on this hybrid reveals a gate-tunable supercurrent in the open regime and a hard superconducting gap in the tunneling regime. By demonstrating the superconducting proximity effect, our result can enable Majorana searches and other applications like gate-tunable qubits in a new semiconductor system.",conv,synthesis,,
2308.00714,Superconducting Polycrystalline Rhenium Films Deposited at Room Temperature,"We report on magnetron deposition of thin superconducting rhenium films on sapphire substrates. During the deposition, substrates were held at ambient temperature. Critical temperature of the films is Tc~3.6 K. Films have polycrystalline structure, and grazing incidence X-ray diffractometry indicates that crystalline lattice parameters are somewhat larger compared to the bulk ones. Magnetoresistive and AC/DC susceptibilities allowed us to determine $H_{c1}$ and $H_{c2}$ of these films, as well as estimate coherence length $ξ$(0) and magnetic penetration depth $λ_L$(0). We also provide information on surface morphology of these films.",general,synthesis,,
2512.20242,Effect of Underlayer Induced Charge Carrier Substitution on the Superconductivity of Ti40V60 Alloy Thin Films,"The influence of metallic and semiconducting (V, Al, and Si) under-layer induced charge carrier substitution on the superconducting properties of the Ti40V60 alloy thin films are studied and also compared with a pristine reference film without any under-layer. All the films exhibit metallic behavior in the normal state and a superconducting transition at low temperatures, where the superconducting transition temperature is tunable between 4.77 K and 5.73 K. Hall measurements on the films reveal that the under-layer strongly affects the charge carrier type and density, leading to a correlation between increasing carrier concentration and decreasing TC. The Si under-layer introduces the highes",general,synthesis,,
2505.03370,Effective Field Theory of Superconductivity,"A field theory of a Schrödinger type complex scalar field of Cooper pair, a U(1) gauge field of electromagnetism, and a neutral scalar field of gapless acoustic phonon is proposed for superconductivity of s-waves. Presence of the gapless neutral scalar field is justified as low energy residual acoustic phonon degrees in the context of effective field theory. The critical coupling of quartic self-interaction of complex scalar field is computed from a 1-loop level interaction balance between the repulsion mediated by massive degree of the U(1) gauge field and the attraction mediated by massive Higgs degree, in the static limit. The obtained net attraction or repulsion in perturbative regime ma",conv,theory,,
2510.06313,Superconductivity of Incoherent Electrons near the Relativistic Mott Transition in Twisted Dirac Materials,"We demonstrate that superconductivity driven by strong quantum-critical fluctuations can emerge near relativistic Mott transitions in twisted two-dimensional materials, taking on a remarkably rich character. In twisted double-bilayer WSe$_2$, all time-reversal-even, gap-opening collective modes promote pairing, whereas time-reversal-odd modes do not. In a Dirac model of twisted bilayer graphene, the Gross-Neveu transition into inter-valley-coherent insulators gives rise to a spectrum of degenerate and nearly degenerate superconducting states. More generally, we show that the richer the Dirac structure, the more readily pairs can form. A crucial ingredient of the theory is that critical fluct",lowd,theory,,
2206.01783,Odd-frequency pairing and time-reversal symmetry breaking for repulsive interactions,"We study the pairing of fermions by an interaction consisting of a Hubbard repulsion, mimicking a screened Coulomb potential, and a dynamical phonon-mediated attraction. For such interaction, the gap equation allows even- and odd-frequency solutions $Δ_e$ and $Δ_o$. We show that odd-frequency pairing does not develop within the Eliashberg approximation due to over-critical pair-breaking from the self-energy. When vertex corrections are included, the pairing interaction gets stronger, and $Δ_o$ can develop. We argue that even in this case keeping the self-energy is still a must as it cancels out the thermal piece in the gap equation. We further argue that $Δ_o$ is not affected by Hubbard repu",conv,theory,,
2504.20695,Inhomogeneous phase stiffness in two-dimensional $s$-wave disordered superconductors,"We investigate the effect of white-noise disorder on the local phase stiffness and thermodynamic properties of a two-dimensional $s$-wave superconductor. Starting from a local attractive model and using path-integral formalism, we derive an effective action by decoupling the superconducting order parameter into amplitude and phase components in a gauge-invariant manner. Perturbative techniques are applied to the phase fluctuation sector to derive an effective phase-only XY model for disordered superconducting systems. Solving the saddle-point Green's function using Bogoliubov-de Gennes theory, we calculate the distributions of nearest-neighbor couplings for various disorder strengths. A sing",general,theory,,
2505.02793,Coexistence of Nodal and Nodeless Pairing Symmetry in Superconducting 6R-SnNbSe2,"Majorana fermions, a fundamental idea to fault-tolerant quantum computing, can emerge in systems where superconductivity coexists with nontrivial band topology. One promising route to realizing such topological superconductors (TSCs) involves inducing superconductivity in topological materials, particularly in systems lacking inversion symmetry. In this study, we report the synthesis and detailed characterization of Sn-intercalated NbSe2, forming a new polytype, 6R-SnNbSe2. This compound crystallizes in the non-centrosymmetric space group R3m and exhibits bulk superconductivity below Tc around 4 K. Structural, electronic, and magnetic measurements confirm the emergence of a superconducting p",lowd,theory,,
2512.18636,$p$-wave superconductivity and Josephson current in $p$-wave unconventional magnet/$s$-wave superconductor hybrid systems,"We study the surface density of states in $p$-wave unconventional magnet-spin-singlet $s$-wave superconductor hybrid systems ($p$-wave unconventional magnetic superconductors). Owing to the noncollinear spin structure in $p$-wave unconventional magnets, the spin-singlet $s$-wave pair potential behaves as the spin-triplet $p$-wave superconductivity. As a result, zero-energy flat bands can emerge at the edge. Analyzing the pair amplitude at the edge, odd-frequency spin-triplet even-parity pairing is induced in the presence of zero-energy flat bands, while even-frequency spin-singlet even-parity remains. We also demonstrate the Josephson current in superconducting junctions with $p$-wave unconv",general,theory,,
2205.07506,Enhanced $2π$-periodic Aharonov-Bohm Effect as a Signature of Majorana Zero Modes Probed by Nonlocal Measurements,"We propose the $2π$-periodic Aharonov-Bohm (AB) effect as a nonlocal probe of Majorana zero modes (MZMs) without the restriction of fermion parity. We demonstrate the enhancement of the AB effect, where the topological protection of MZMs yields amplified and robust Andreev reflection mediated by MZMs at multiple superconductor-normal metal junctions. We investigate the influence of trivial bound states and show that a nonlocal index enables a more explicit distinction between the trivial and topological bound states than local probes.",topo,characterization,,
2411.00313,Optical absorption activated by an ultrashort half-cycle pulse in metallic and superconducting states of the Hubbard model,"The development of high-intensity ultrashort laser pulses unlocks the potential of pump-probe spectroscopy in sub-femtosecond timescale. Notably, subcycle pump pulses can generate electronic states unreachable by conventional multicycle pulses, leading to a phenomenon that we refer to as subcycle-pulse engineering. In this study, we employ the time-dependent density-matrix renormalization group method to unveil the transient absorption spectra of superconducting and metallic states in nearly half-filled one-dimensional and two-dimensional Hubbard models excited by an ultrashort half-cycle pulse, which can induce a current with inversion-symmetry breaking. In a superconducting state realized ",general,theory,,
2607.06430,Instabilities of Fermi Liquids with Arbitrary Forward Scattering: Exact Approach,"In this work, we consider $N$-fold degenerate $D$-dimensional electron gas with spherical Fermi surface and arbitrary forward-scattering density-density interaction transferring small momentum compared to the Fermi momentum $k_{\mathrm{F}}$. The dimensional reduction that is mathematically equivalent to the Haldane patch construction and similar multidimensional bosonization techniques, provides a natural map of two-point $D$-dimensional correlation functions (fermion Green function, susceptibilities etc.) onto effective one-dimensional (1D) correlators with the same diagrammatic structure, which can be evaluated exactly within a 1D bosonizable (Gaussian) theory. We then apply this formalism",general,theory,,
2510.20804,Anomalous Hall effect in rhombohedral graphene,"Motivated by recent experiments on rhombohedral stacked multilayer graphene and the observation of the anomalous Hall effect in a spontaneous spin-valley polarized quarter metal state, we calculate the anomalous Hall conductivity for this system in the presence of two types of impurities: weak and dense as well as sparse and strong. Our calculation of $σ_{xy}$ is based on the Kubo-Streda diagrammatic approach. In a model with Gaussian disorder applicable to weak dense impurities, this involves all non-crossing diagrams (intrinsic, side-jump and Gaussian skew-scattering contributions) and additionally diagrams with two intersecting impurities, X and $Ψ$, representing diffractive skew-scatteri",lowd,characterization,,
2210.03549,Colloquium: Spin-orbit effects in superconducting hybrid structures,"Spin-orbit coupling (SOC) relates to the interaction between an electron's motion and its spin, and is ubiquitous in solid-state systems. Although the effect of SOC in normal-state phenomena has been extensively studied, its role in superconducting hybrid structures and devices opens many unexplored questions. In conjunction with broken symmetries and material inhomogeneities within superconducting hybrid structures, SOC may have additional contributions, beyond its effects in homogenous materials. Remarkably, even with well-established magnetic or nonmagnetic materials and conventional s-wave spin-singlet superconductors, SOC leads to emergent phenomena including equal-spin triplet pairing ",topo,application,,
2402.12740,Molten Salt Flux Liquid Transport Method for Ultra Clean Single Crystals UTe2,"Various single crystal growth techniques are presented for the unconventional superconductor UTe2. The molten salt flux liquid transport (MSFLT) method is employed to grow high-quality and large single crystals, exhibiting a high residual resistivity ratio (RRR = 200-800). On the other hand, the Te self-flux and chemical vapor transport (CVT) method produces samples of lower quality. The MSFLT method is a hybrid approach that combines the molten salt flux (MSF) and CVT methods. One significant advantage is that the materials gradually crystallize at the relatively low temperature which is fixed during the main process. This might be crucial for preventing U deficiency and obtaining high-qual",unconv_other,characterization,,
2307.05583,Resistivity in Quantum Vortex Liquid of Clean Two-Dimensional Superconductor,"Motivated by a recent controversy on a possible quantum phase in thin films of relatively clean superconductors under an out-of-plane magnetic field, the quantum fluctuation effects on the phase diagram and the resistivity are reexamined. It is argued that most of features seen in the corresponding resistivity data in relatively clean systems reported recently are explained within the present theory, and that the fan-shaped resistivity curves, suggestive of the presence of a superconductor to insulator transition at zero temperature, in the vortex liquid regime is a consequence of the insulating behavior of the Aslamasov-Larkin fluctuation conductivity in the quantum regime.",lowd,characterization,,
2304.00928,DC transport in a dissipative superconducting quantum point contact,"We study the current-voltage characteristics of a superconducting junction with particle losses at the contacts. We adopt the Keldysh formalism to compute the steady-state current for varying transmission of the contact. In the low transmission regime, the dissipation leads to an enhancement of the current at low bias, a nonmonotonic dependence of current on dissipation, and the emergence of new structures in the current-voltage curves. The effect of dissipation by particle loss is found to be qualitatively different from that of a finite temperature and a finite inelastic scattering rate in the reservoirs.",general,characterization,,
